CM_py,CM_Star_py,CSe
132.5133264,9.053198773,4.167812033
135.3416204,9.248465203,4.45757516
48.752387,7.697909456,3.584962501
40.13496877,7.221322061,2.663532755
94.0062692,8.506577438,4.310443058
131.8973574,9.008998686,4.357837825
114.1293911,8.816806185,4.631615665
137.1981373,9.042489413,4.490029142
170.4652653,9.45474931,5.11584701
64.67527157,8.064833094,3.794653474
173.5610884,9.592624633,4.959431619
36.34134357,7.072450507,3.418295834
140.6407362,9.124930512,4.885129041
88.46767062,8.533291953,3.2089873
60.44880728,7.912319241,3.46132014
253.166661,10.1589773,5.519454883
129.7266165,9.200075723,4.675698135
114.1293911,8.816806185,4.631615665
124.8883565,9.04664075,3.756795811
72.43357971,8.426865605,3.734521665
